,id,username,text,retweet_count,like_count,created_at
0,1622829224825618433,convomf,💭 pengangguran jam segini ngapain? aku udh gabut banget gatau mau ngapain lagi :(,0,0,2023-02-07 05:26:52+00:00
1,1622828952275517440,convomf,💙 aku rela ikutan bayar biar autobes2 tetep jalan soalnya hidupku tanpa mereka bakalan hampa🥲 tapi keknya biasanya… https://t.co/BQdIETc27i,0,1,2023-02-07 05:25:47+00:00
2,1622828768166576128,convomf,💙 today is my birthday🥳,0,0,2023-02-07 05:25:03+00:00
3,1622827835810533376,convomf,💙 guys mau nanya dong kalo buka rekening bni online tap plus muda dpt buku tabungan ga ya?,0,2,2023-02-07 05:21:21+00:00
4,1622827819394015233,convomf,"💙 [Challenge] hit a like if you want to get DM-ed by the repliers. And for repliers, you HAVE TO dm the likers! The… https://t.co/vVW5ktqUsn",0,8,2023-02-07 05:21:17+00:00
5,1622827602275893250,convomf,💙 guys gmn ya https://t.co/rUqfGO840k,0,5,2023-02-07 05:20:25+00:00
6,1622827544562270210,convomf,💙 guys bantuinn gue bingung begeteee https://t.co/dHXL4z4qjW,0,2,2023-02-07 05:20:11+00:00
7,1622827536366571522,convomf,💭 susah bgt dapet A doang 😣 https://t.co/SloxADX6tO,0,0,2023-02-07 05:20:10+00:00
8,1622826465166512128,convomf,💙 gais klo ada temen kalian yg pengen pinjem sepaylater kalian dikasih gak? Klo misal nolak kek mana caranya? :(,0,1,2023-02-07 05:15:54+00:00
9,1622826455184072705,convomf,💙 Ya Allah kenapa aku sukanya sama orang yg gak tergapai mulu huhuuu aku cape 😔🙏🏻,4,13,2023-02-07 05:15:52+00:00
10,1622826337995202560,convomf,"💙 tw // mention of death 
tolong bantuannya, terima kasih https://t.co/ifQOKUs1p4",0,3,2023-02-07 05:15:24+00:00
11,1622826254797004802,convomf,"💙 is it that hard to say ""thank you"" to appreciate someone's effort?",13,29,2023-02-07 05:15:04+00:00
12,1622825967000621056,convomf,💙 pernah ga sih punya temen yang sering bolos kuliah malah dapet ip yang lebih tinggi dari temen yang kuliah nya rajin?,0,2,2023-02-07 05:13:55+00:00
13,1622825267369754624,convomf,"Guys kalian kalo tau dibub sama mutual, gimana perasaan kalian? 💙",0,2,2023-02-07 05:11:09+00:00
14,1622825089694842881,convomf,"💙 aku malesssssssss les les bgt kalo ditanyain ""abis kuliah jadi apa?"" Kek gua aja gak tau anjirr T_T, tar gak diba… https://t.co/WEDpzl2dzX",0,7,2023-02-07 05:10:26+00:00
15,1622824990860267520,convomf,💙 boleh ga ya gua nyerah ngehadapin pasangan gua yang selalu ovt dan blabla ngerasa dirinya ga sebaik itu buat gua?… https://t.co/uV7CFkfxh9,0,2,2023-02-07 05:10:03+00:00
16,1622824979309133824,convomf,💭 misi pengen cerita😭 https://t.co/wIcavKcK0j,0,7,2023-02-07 05:10:00+00:00
17,1622823962433699842,convomf,"💭 sayang banget sama dia tapi dia gabisa bikin aku jadi diri sendiri, rasanya udh cape banget jadi 'orang lain'. me… https://t.co/6aRwfaPwjP",0,3,2023-02-07 05:05:57+00:00
18,1622823760448593920,convomf,"💭 guys mau nanya ttg retrospring, ini tuh kalau mau ganti warna icons ini kategorinya yang mana sih bingung banget.… https://t.co/l6PrLWK27x",0,2,2023-02-07 05:05:09+00:00
19,1622823737744855043,convomf,💙 kalau ditempat kalian ada bayar untuk ngambilin sampah ga perbulan? kalau boleh tau biasanya berapaan? sender nge… https://t.co/VCAqPwPBuu,0,0,2023-02-07 05:05:04+00:00
20,1622823634736930817,convomf,"Guys, kalian pake lipbalm apa? Sekalian review nya dong, thank uuu 💙",0,1,2023-02-07 05:04:39+00:00
21,1622822748547596288,convomf,💙 maaf kak lupa drop speknya😭 bingung bgt mending yg mana ya? Harganya beda 200 ribu doang si😔… https://t.co/eREQvMs04T,0,5,2023-02-07 05:01:08+00:00
22,1622822572508463104,convomf,"💙 Guys, tolong info cara langganan gr4media digital dong. Makasih sebelumnya 🫶🏻 https://t.co/4ELGQWJ2tE",1,2,2023-02-07 05:00:26+00:00
23,1622822529072254978,convomf,💭 pap bracelet/gelang yg kalian pakai or punya donggg,0,7,2023-02-07 05:00:16+00:00
24,1622822528170496000,convomf,💙 kalian tipe yg selalu update software atau yg gak pernah update?,0,0,2023-02-07 05:00:15+00:00
25,1622821728434155522,convomf,"daddy, adek sayang bgt ❤️❤️",0,3,2023-02-07 04:57:05+00:00
26,1622821727280713729,convomf,💙 siapa yg berangkat kuliah/kerjanya dianter ama pangeran gagah perkasa? Td ngampus dianter ama pacarku. Td sekalia… https://t.co/THwXSvfY0B,1,3,2023-02-07 04:57:05+00:00
27,1622821568060727298,convomf,"💙 CW // KPOP
seventeen was right....",6,29,2023-02-07 04:56:27+00:00
